Year of Completion,Name of Dam,Country
1963,Debe,Poland
1963,Piatra Neamt,Romania
1963,Rabisha,Bulgaria
1963,Drenovetz,Bulgaria
1963,Beli Lom,Bulgaria
1963,Topolnitza,Bulgaria
1963,Lionel Collet,Lesotho
1963,Borissoglebskaya,Russia
1963,Kumskaya,Russia
1963,Seyitler,Turkey
1963,Bangala,Zimbabwe
1963,Votkinsk,Russia
1963,Sioni,Georgia
1963,Amir Kabir,Iran
1963,Ters-Ashchibulak,Kazakhstan
1963,Tashkent,Uzbekistan
1963,Chimkurgan,Uzbekistan
1963,Golovnaya,Tajikistan
1963,Darunta,Afghanistan
1963,Talakalale,India
1963,Orto-Tokoy,Kyrgyzstan
1963,Bhakra Dam,India
1963,Dudhawa,India
1963,Musi,India
1963,Haishao,China
1963,Mamakanskaya,Russia
1963,Gongshanzui,China
1963,Xiajiasi,China
1963,Longping,China
1963,Liaoyuan,China
1963,Qingtong,China
1963,Xiangang,China
1963,Lingdong,China
1963,Logue Brook,Australia
1963,Sanmak,South Korea
1963,Nukumi,Japan
1963,Mannenike,Japan
1963,Ananaigawa,Japan
1963,Hitotsuse,Japan
1963,Tachibana,Japan
1963,Aoyama,Japan
1963,Okunikappu,Japan
1963,Minase,Japan
1963,Masuzawa,Japan
1963,Oshirakawa,Japan
1963,Mount Bold,Australia
1963,Scrivener,Australia
1964,Round Butte,United States
1964,Cougar,United States
1964,Siltcoos Lake,United States
1964,Tahkenitch Lake,United States
1964,Antelope,United States
1964,Briones,United States
1964,James H. Turner,United States
1964,Coursier Lake,Canada
1964,Boulder Lake,United States
1964,Wheatland 3,United States
1964,Sulphur Creek,United States
1964,Blue Ridge,United States
1964,Big Lake,United States
1964,Plutarco Elias Calles,Mexico
1964,Presidente Adolfo Lopez Mateos,Mexico
1964,Aaron Lake,United States
1964,Nest Lake,United States
1964,Wilson Dam,United States
1964,John Redmond Lake,United States
1964,Salina Dike,United States
1964,Robert S. Kerr Dam,United States
1964,Keystone Lake,United States
1964,Eufaula Lake,United States
1964,Norman,United States
1964,North Fork Buffalo Creek Dam,United States
1964,Lake Palo Pinto Dam,United States
1964,Lake Pat Cleburne Dam,United States
1964,Nantachie Lake Dam,United States
1964,Lake Bastrop Dam,United States
1964,Canyon Lake,United States
1964,Tepetitlan,Mexico
1964,Netzahualcoyotl,Mexico
1964,Cannonsville Dam,United States
1964,Indian Lake,United States
1964,Mt. Storm Lake Dam,United States
1964,Coffeen Lake Dam,United States
1964,Smith Mountain,United States
1964,Barren River Lake Dam,United States
1964,Lake Purdy Dam,United States
1964,Logan Martin,United States
1964,Structure 61,United States
1964,Structure 65,United States
1964,El Pescadero,Honduras
1964,Point View Dam,United States
1964,Spruce Run Reservoir Dam,United States
1964,Loch Turret,United Kingdom
1964,Balderhead,United Kingdom
1964,Diddington,United Kingdom
1964,Alto Rabagao,Portugal
1964,Bemposta,Portugal
1964,Valdecanas,Spain
1964,Zujar Saddle Dam,Spain
1964,Guadalest,Spain
1964,Los Hurones,Spain
1964,Kaya Dimassa,Burkina Faso
1964,Pibaore,Burkina Faso
1964,Ayame 2,Ivory Coast
1964,Elvaga,Norway
1964,Kykkelsrud Inntaksdam,Norway
1964,Lyngsvatn Hoveddam,Norway
1964,Nespervatn,Norway
1964,Pohl,Germany
1964,Skalka,Czech Republic
1964,Hracholusky,Czech Republic
1964,Kruth Wildenstein,France
1964,Gepatsch,Austria
1964,Alpe Gera,Italy
1964,Notre Dame de Commiers,France
1964,Abdel Monem,Tunisia
1964,Ankwil,Nigeria
1964,Oba,Nigeria
1964,Skogfoss Inntaksdam,Norway
1964,Podu Iloaiei,Romania
1964,Cincis,Romania
1964,Ivailovgrad,Bulgaria
1964,Ripple Creek,Zimbabwe
1964,Nywane,Botswana
1964,Oubaaskraal,South Africa
1964,Somenrsfontein,South Africa
1964,Kiev,Ukraine
1964,Dnieprod Zerzhinsk,Ukraine
1964,Cubuk 2,Turkey
1964,Khashm el Gibra,Sudan
1964,Neldoret,South Africa
1964,Uchkurgan 1,Kyrgyzstan
1964,Bhadar,India
1964,Koyna,India
1964,Matatila,India
1964,Saroda,India
1964,Ambiligola Tank,India
1964,Walayar,India
1964,Bratsk,Russia
1964,Laoyingyan,China
1964,Umiam,India
1964,Bhumibol,Thailand
1964,Irelakh,Russia
1964,Hongshan,China
1964,Youyi,China
1964,Koutou,China
1964,Chongkan,China
1964,Wangjiachang,China
1964,Guanli,China
1964,Guanzhuang,China
1964,Guanxi,China
1964,Fukuo,China
1964,Dahua,China
1964,Lianhe,China
1964,Xijin,China
1964,Hongchaojiang,China
1964,Danhim,Vietnam
1964,Qinghe,China
1964,Dahuofang,China
1964,Yedang,South Korea
1964,Naejang,South Korea
1964,Komoto,Japan
1964,Ozegawa,Japan
1964,Hengjin,China
1964,Shihmen,Taiwan
1964,Yuda,Japan
1964,Kasabori,Japan
1964,Kuromatagawadaini,Japan
1964,Kamiichigawa,Japan
1964,Wagatani,Japan
1964,Yokoyama,Japan
1964,Shiroyama,Japan
1964,Yamakura,Japan
1964,Ikehara,Japan
1964,Borumba,Australia
1964,Hays Creek,New Zealand
1964,Aschach,Austria
1965,Youngs River Reservoir,United States
1965,Bull Run Lake Dam,United States
1965,Fall Creek,United States
1965,McCloud,United States
1965,Iron Canyon,United States
1965,Pit 7,United States
1965,Heath Dam,United States
1965,Jackson Meadows,United States
1965,Rollins,United States
1965,L.L. Anderson,United States
1965,Jackson Creek,United States
1965,Los Banos Creek Detention Dam,United States
1965,San Antonio,United States
1965,Chain Lakes South,Canada
1965,Yellowtail,United States
1965,Lost Creek,United States
1965,East Canyon,United States
1965,Big Sand Wash,United States
1965,Joes Valley,United States
1965,Blue Mesa,United States
1965,Stone Lake,United States
1965,Wood Ranch,United States
1965,Senator Wash,United States
1965,Grand Rapids,Canada
1965,North Bay,United States
1965,Twin Caney Dam 18,United States
1965,Sanford Dam,United States
1965,Ross Barnett Reservoir,United States
1965,Bardwell Lake,United States
1965,Waco Lake,United States
1965,Cotile Lake Dam,United States
1965,Sam Rayburn Dam And Reservoir,United States
1965,Wildwood,Canada
1965,Kinzua Dam,United States
1965,Shenango Dam,United States
1965,Curwensville Dam,United States
1965,Keystone Station,United States
1965,Sweetwater Lake Dam,United States
1965,Monroe Lake Dam,United States
1965,Summersville Dam,United States
1965,Swift Creek Reservoir Dam,United States
1965,Allatoona Lake Dam and Powerhouse,United States
1965,Lake Tobesofkee Dam,United States
1965,Flint Creek Reservoir,United States
1965,Dam P-7,United States
1965,Dam P-6,United States
1965,Dam P-8,United States
1965,Dam P-11,United States
1965,Miraflores,Colombia
1965,Calima,Colombia
1965,Manicouagan 2,Canada
1965,Littleville Dam,United States
1965,Upper Shepaug Reservoir,United States
1965,Corani,Bolivia
1965,Valle Grande,Argentina
1965,Brokopondo,Suriname
1965,Bariri,Brazil
1965,Arroio Duro,Brazil
1965,Sabugi,Brazil
1965,Barreiras,Brazil
1965,Sume,Brazil
1965,Cachoeira 2,Brazil
1965,Araci,Brazil
1965,Glen Finglas,United Kingdom
1965,Llyn Celyn,United Kingdom
1965,Stithians,United Kingdom
1965,Vilar,Portugal
1965,Valdeobispo,Spain
1965,Divor,Portugal
1965,Santomera Saddle Dam,Spain
1965,Guadarranque,Spain
1965,Safi,Morocco
